,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OBJECTID,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,VULEOPCT,MINORPOP,MINORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PM25,OZONE,DSLPM,CANCER,RESP,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D_PM25_2,D_OZONE_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_LDPNT_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_UST_2,D_PWDIS_2,P_VULEOPCT,P_MINORPCT,P_LWINCPCT,P_UNEMPPCT,P_LNGISPCT,P_LESHSPCT,P_UNDR5PCT,P_OVR64PCT,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_PM25_D2,P_OZONE_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_LDPNT_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_UST_D2,P_PWDIS_D2,B_VULEOPCT,B_MINORPCT,B_LWINCPCT,B_UNEMPPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_PM25,B_OZONE,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_PM25_D2,B_OZONE_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_LDPNT_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_UST_D2,B_PWDIS_D2,T_VULEOPCT,T_MINORPCT,T_LWINCPCT,T_UNEMPPCT,T_LNGISPCT,T_LESHSPCT,T_UNDR5PCT,T_OVR64PCT,T_PM25,T_OZONE,T_DSLPM,T_CANCR,T_RESP,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_PM25_D2,T_OZONE_D2,T_DSLPM_D2,T_CANCR_D2,T_RESP_D2,T_PTRAF_D2,T_LDPNT_D2,T_PNPL_D2,T_PRMP_D2,T_PTSDF_D2,T_UST_D2,T_PWDIS_D2,EXCEED_COUNT_80,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area
1216,1216,1216,1216,1216,1216,1216,1216,6800,6801,06037402200,California,CA,Los Angeles,9,6931.0,,,,,,0.532863003187021,,0.794113403549271,,0.271612602824771,,0.067826086956522,,0.073825503355705,,0.140694006309148,,0.073582455634108,,0.191170105323907,12.692224109589,60.886216993464096,0.370565153290829,40.0,0.4,4093.40903818094,,0.497049477984566,0.062163477328641,0.645449482459489,2.81138386740684,4.88670991835,12.1749371619175,35.16895821034339,44.22762926452275,31.971780191221264,52.22057431232806,34.636095207156366,47.9576702868319,39.43186223583956,20.781657124293822,27.70887616572509,21.314520127480844,39.96472523902658,49.023396293205934,63.0,67.0,52.0,63.0,55.0,55.0,72.0,75.0,66.0,83.0,60.0,98.0,65.0,90.0,74.0,39.0,52.0,40.0,75.0,92.0,71.0,85.0,68.0,79.0,61.0,88.0,77.0,52.0,62.0,52.0,81.0,87.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,8.0,7.0,9.0,7.0,11.0,7.0,10.0,8.0,4.0,6.0,5.0,8.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,8.0,6.0,7.0,6.0,9.0,9.0,63 %ile,67 %ile,52 %ile,63 %ile,55 %ile,55 %ile,72 %ile,75 %ile,66 %ile,83 %ile,60 %ile,98 %ile,65 %ile,90 %ile,74 %ile,39 %ile,52 %ile,40 %ile,75 %ile,92 %ile,71 %ile,85 %ile,68 %ile,79 %ile,61 %ile,88 %ile,77 %ile,52 %ile,62 %ile,52 %ile,81 %ile,87 %ile,,,,,,16831.75034182402,9294934.707362108
1217,1217,1217,1217,1217,1217,1217,1217,6801,6802,06037402301,California,CA,Los Angeles,9,5270.0,,,,,,0.63384755090688,,0.889943074003795,,0.377752027809965,,0.041310011164868,,0.14067055393586,,0.307199067327309,,0.076280834914611,,0.097912713472486,12.868978630137,60.1007993464052,0.378176007107285,40.0,0.4,4121.47440692013,,0.60231381055676,0.065290118263255,0.588522850241154,2.99661259581702,5.83580378952,52.7476220677571,43.73548101257472,51.97549917436417,38.66470060531968,62.117059988874246,41.2000908089472,57.0462795816192,53.24319427617792,25.987749587182083,31.692377545344,26.62159713808896,48.80626141982977,61.48321243796737,78.0,80.0,69.0,33.0,78.0,82.0,75.0,27.0,69.0,82.0,61.0,98.0,65.0,90.0,84.0,41.0,50.0,42.0,77.0,97.0,80.0,90.0,75.0,89.0,70.0,93.0,90.0,60.0,67.0,61.0,87.0,97.0,8.0,9.0,7.0,4.0,9.0,8.0,8.0,3.0,7.0,9.0,7.0,11.0,7.0,10.0,9.0,5.0,6.0,5.0,8.0,11.0,9.0,10.0,8.0,9.0,8.0,10.0,10.0,7.0,7.0,7.0,9.0,11.0,78 %ile,80 %ile,69 %ile,33 %ile,78 %ile,82 %ile,75 %ile,27 %ile,69 %ile,82 %ile,61 %ile,98 %ile,65 %ile,90 %ile,84 %ile,41 %ile,50 %ile,42 %ile,77 %ile,97 %ile,80 %ile,90 %ile,75 %ile,89 %ile,70 %ile,93 %ile,90 %ile,60 %ile,67 %ile,61 %ile,87 %ile,97 %ile,,,,,,6190.61095754636,1945177.273586444
1218,1218,1218,1218,1218,1218,1218,1218,6802,6803,06037402303,California,CA,Los Angeles,9,3687.0,,,,,,0.70521771523376,,0.864388391646325,,0.546047038821195,,0.085925144965735,,0.129377431906614,,0.341670388566324,,0.097911581231353,,0.089774884730133,12.9227756164384,60.2769300653595,0.378754223415968,40.0,0.4,4181.8271822253,,0.774253731343283,0.060114831551924,0.295977407507044,2.61425658327049,8.22843107106,7.68329726712569,50.07045778159696,57.82785264916832,43.01828062925936,69.11133609290847,45.8391514901944,63.4695943710384,66.9956829472072,26.79827317888288,23.97740231794784,26.79827317888288,57.12263493393456,63.4695943710384,87.0,76.0,88.0,77.0,75.0,86.0,90.0,22.0,71.0,82.0,61.0,98.0,65.0,90.0,95.0,38.0,34.0,38.0,81.0,90.0,86.0,93.0,79.0,94.0,77.0,96.0,97.0,61.0,57.0,62.0,92.0,97.0,9.0,8.0,9.0,8.0,9.0,8.0,10.0,3.0,8.0,9.0,7.0,11.0,7.0,10.0,11.0,4.0,4.0,4.0,9.0,10.0,9.0,10.0,8.0,10.0,8.0,11.0,11.0,7.0,6.0,7.0,10.0,11.0,87 %ile,76 %ile,88 %ile,77 %ile,75 %ile,86 %ile,90 %ile,22 %ile,71 %ile,82 %ile,61 %ile,98 %ile,65 %ile,90 %ile,95 %ile,38 %ile,34 %ile,38 %ile,81 %ile,90 %ile,86 %ile,93 %ile,79 %ile,94 %ile,77 %ile,96 %ile,97 %ile,61 %ile,57 %ile,62 %ile,92 %ile,97 %ile,,,,,,5029.628255004981,1379537.9460179545
1219,1219,1219,1219,1219,1219,1219,1219,6803,6804,06037402304,California,CA,Los Angeles,9,4444.0,,,,,,0.777126381410704,,0.962646264626462,,0.591606498194945,,0.043417366946779,,0.167004048582995,,0.466168534661685,,0.099459945994599,,0.054680468046805,12.9526380821918,59.9058588235294,0.375371698450725,40.0,0.4,225.035080461136,,0.442477876106194,0.064130202224188,0.468852675853539,4.26498668824039,22.2839886231,54.8678293249255,55.17597308015996,63.72436327567769,47.40470926605292,76.15838537824894,50.51321479169573,27.97654973078533,54.398846698749246,31.08505525642814,34.19356078207095,41.96482459617799,71.49562708978473,75.38125899683824,95.0,92.0,92.0,35.0,83.0,95.0,91.0,6.0,71.0,82.0,61.0,98.0,65.0,36.0,70.0,40.0,44.0,54.0,92.0,97.0,91.0,96.0,83.0,97.0,82.0,65.0,90.0,66.0,70.0,80.0,98.0,99.0,11.0,10.0,10.0,4.0,11.0,9.0,10.0,1.0,8.0,9.0,7.0,11.0,7.0,4.0,8.0,5.0,5.0,6.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,7.0,10.0,7.0,8.0,9.0,11.0,11.0,95 %ile,92 %ile,92 %ile,35 %ile,83 %ile,95 %ile,91 %ile,6 %ile,71 %ile,82 %ile,61 %ile,98 %ile,65 %ile,36 %ile,70 %ile,40 %ile,44 %ile,54 %ile,92 %ile,97 %ile,91 %ile,96 %ile,83 %ile,97 %ile,82 %ile,65 %ile,90 %ile,66 %ile,70 %ile,80 %ile,98 %ile,99 %ile,,,,,,5455.871399941059,1018668.084833826
1220,1220,1220,1220,1220,1220,1220,1220,6804,6805,06037402403,California,CA,Los Angeles,9,5749.0,,,,,,0.539702805693733,,0.823447556096712,,0.255958055290753,,0.091249574395642,,0.102493074792243,,0.276173285198555,,0.065228735432249,,0.068881544616455,13.0234060273973,58.6511666666667,0.429288802189524,40.0,0.5,2275.54554076888,,0.457242582897033,0.08365948827254,1.70306056433095,5.75913479520115,0.0,178.994509801304,39.39830481564248,43.1762244554986,37.23949359286755,52.89087495798579,49.65265812382339,44.25563006688607,38.31889920425501,26.985140284686626,42.63652164980487,34.54097956439888,0.0,52.89087495798579,64.0,71.0,49.0,80.0,67.0,78.0,62.0,11.0,73.0,80.0,69.0,98.0,92.0,82.0,71.0,50.0,79.0,64.0,0.0,98.0,75.0,84.0,74.0,80.0,81.0,84.0,76.0,61.0,79.0,72.0,0.0,91.0,7.0,8.0,5.0,9.0,8.0,7.0,7.0,2.0,8.0,9.0,7.0,11.0,10.0,9.0,8.0,6.0,8.0,7.0,1.0,11.0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,1.0,10.0,64 %ile,71 %ile,49 %ile,80 %ile,67 %ile,78 %ile,62 %ile,11 %ile,73 %ile,80 %ile,69 %ile,98 %ile,92 %ile,82 %ile,71 %ile,50 %ile,79 %ile,64 %ile,0 %ile,98 %ile,75 %ile,84 %ile,74 %ile,80 %ile,81 %ile,84 %ile,76 %ile,61 %ile,79 %ile,72 %ile,0 %ile,91 %ile,,,,,,11747.670656835871,2967990.352966717
1221,1221,1221,1221,1221,1221,1221,1221,6805,6806,06037402404,California,CA,Los Angeles,9,2056.0,,,,,,0.321984435797665,,0.64396887159533,,0.0,,0.300729927007299,,1.0,,0.0,,0.0,,0.0,12.9589134246575,58.7456013071895,0.433710890533212,40.0,0.4,12.9346806367102,,0.0,0.096495414119335,1.16240961473808,3.16848211573662,0.0,57.441362992726,22.860894941634207,25.758754863813195,22.538910505836547,31.554474708171163,20.92898832684822,1.93190661478599,0.0,18.03112840466924,22.21692607003888,14.167315175097258,0.0,31.2324902723735,29.0,51.0,0.0,99.0,99.0,0.0,0.0,0.0,71.0,80.0,70.0,98.0,65.0,6.0,0.0,56.0,69.0,44.0,0.0,97.0,56.0,61.0,55.0,49.0,38.0,6.0,0.0,48.0,54.0,38.0,0.0,70.0,3.0,6.0,1.0,11.0,1.0,11.0,1.0,1.0,8.0,9.0,8.0,11.0,7.0,1.0,1.0,6.0,7.0,5.0,1.0,11.0,6.0,7.0,6.0,5.0,4.0,1.0,1.0,5.0,6.0,4.0,1.0,8.0,29 %ile,51 %ile,0 %ile,99 %ile,99 %ile,0 %ile,0 %ile,0 %ile,71 %ile,80 %ile,70 %ile,98 %ile,65 %ile,6 %ile,0 %ile,56 %ile,69 %ile,44 %ile,0 %ile,97 %ile,56 %ile,61 %ile,55 %ile,49 %ile,38 %ile,6 %ile,0 %ile,48 %ile,54 %ile,38 %ile,0 %ile,70 %ile,,,,,,13183.750431265427,5974927.693358835
1222,1222,1222,1222,1222,1222,1222,1222,6806,6807,06037402405,California,CA,Los Angeles,9,2280.0,,,,,,0.72461195884564,,0.987719298245614,,0.461504619445666,,0.065884476534296,,0.156015037593984,,0.415147265077138,,0.081578947368421,,0.139912280701754,12.8267605479452,59.710207189542494,0.393665962230536,40.0,0.4,7681.031074051869,,0.780669144981412,0.075545136730713,1.57744318368309,3.71886690430656,0.0,107.735823486447,49.27361320150352,58.69356866649684,46.37516536612096,71.01197196687272,47.0997773249666,69.56274804918144,68.8381360903358,33.33215010689944,55.79512083111428,35.50598598343636,0.0,71.01197196687272,89.0,96.0,79.0,61.0,81.0,92.0,80.0,52.0,68.0,81.0,64.0,98.0,65.0,96.0,95.0,46.0,77.0,49.0,0.0,98.0,86.0,94.0,82.0,94.0,78.0,98.0,98.0,69.0,90.0,73.0,0.0,99.0,9.0,11.0,8.0,7.0,10.0,9.0,9.0,6.0,7.0,9.0,7.0,11.0,7.0,11.0,11.0,5.0,8.0,5.0,1.0,11.0,9.0,10.0,9.0,10.0,8.0,11.0,11.0,7.0,10.0,8.0,1.0,11.0,89 %ile,96 %ile,79 %ile,61 %ile,81 %ile,92 %ile,80 %ile,52 %ile,68 %ile,81 %ile,64 %ile,98 %ile,65 %ile,96 %ile,95 %ile,46 %ile,77 %ile,49 %ile,0 %ile,98 %ile,86 %ile,94 %ile,82 %ile,94 %ile,78 %ile,98 %ile,98 %ile,69 %ile,90 %ile,73 %ile,0 %ile,99 %ile,,,,,,6571.491426515553,1481078.2181273736
1223,1223,1223,1223,1223,1223,1223,1223,6807,6808,06037402406,California,CA,Los Angeles,9,4924.0,,,,,,0.739486958190443,,0.912266450040617,,0.566707466340269,,0.056490384615385,,0.163378058405682,,0.317107093184979,,0.074329813160032,,0.08570268074736,12.8480104109589,59.8759816993464,0.39368419634763,40.0,0.5,3876.4899760064,,0.257716049382716,0.070409352099663,1.22243364095885,3.11616042053971,0.0,90.817963930725,51.024600115140565,60.63793057161632,47.32716532418835,72.46972190266341,68.03280015352075,65.81433927894942,38.45332182590303,32.53742616037949,51.764087073331005,31.79793920218905,0.0,71.73023494447297,91.0,84.0,90.0,51.0,82.0,83.0,73.0,20.0,69.0,82.0,64.0,98.0,92.0,89.0,52.0,44.0,70.0,43.0,0.0,97.0,87.0,94.0,83.0,95.0,94.0,97.0,76.0,68.0,86.0,69.0,0.0,99.0,10.0,9.0,10.0,6.0,9.0,9.0,8.0,3.0,7.0,9.0,7.0,11.0,10.0,9.0,6.0,5.0,8.0,5.0,1.0,11.0,9.0,10.0,9.0,11.0,10.0,11.0,8.0,7.0,9.0,7.0,1.0,11.0,91 %ile,84 %ile,90 %ile,51 %ile,82 %ile,83 %ile,73 %ile,20 %ile,69 %ile,82 %ile,64 %ile,98 %ile,92 %ile,89 %ile,52 %ile,44 %ile,70 %ile,43 %ile,0 %ile,97 %ile,87 %ile,94 %ile,83 %ile,95 %ile,94 %ile,97 %ile,76 %ile,68 %ile,86 %ile,69 %ile,0 %ile,99 %ile,,,,,,5295.178279420546,1705740.32785085
1224,1224,1224,1224,1224,1224,1224,1224,6808,6809,06037402501,California,CA,Los Angeles,9,5048.0,,,,,,0.765848836098081,,0.956220285261489,,0.575477386934673,,0.051649305555555,,0.108949416342412,,0.515843270868824,,0.085578446909667,,0.099643423137876,13.0525054794521,59.6626418300654,0.379072304548212,40.0,0.4,175.496249324865,,0.605839416058394,0.06297843223905,0.450119975941492,4.97328414241167,7.64823107925,49.413445585787,55.90696503515992,62.03375572394456,46.716779001982935,75.05318593761194,49.78017434637526,24.50716275513859,64.3313022322388,30.63395344392324,32.93149995221748,45.185081329786776,61.26790688784648,73.52148826541577,94.0,91.0,91.0,45.0,69.0,97.0,83.0,28.0,73.0,81.0,61.0,98.0,65.0,32.0,84.0,40.0,43.0,59.0,80.0,96.0,91.0,95.0,82.0,97.0,81.0,59.0,96.0,65.0,69.0,83.0,94.0,99.0,10.0,10.0,10.0,5.0,11.0,7.0,9.0,3.0,8.0,9.0,7.0,11.0,7.0,4.0,9.0,5.0,5.0,6.0,9.0,11.0,10.0,11.0,9.0,11.0,9.0,6.0,11.0,7.0,7.0,9.0,10.0,11.0,94 %ile,91 %ile,91 %ile,45 %ile,69 %ile,97 %ile,83 %ile,28 %ile,73 %ile,81 %ile,61 %ile,98 %ile,65 %ile,32 %ile,84 %ile,40 %ile,43 %ile,59 %ile,80 %ile,96 %ile,91 %ile,95 %ile,82 %ile,97 %ile,81 %ile,59 %ile,96 %ile,65 %ile,69 %ile,83 %ile,94 %ile,99 %ile,,,,,,5894.151187200597,1483745.0701969822
1225,1225,1225,1225,1225,1225,1225,1225,6809,6810,06037402503,California,CA,Los Angeles,9,4167.0,,,,,,0.71010319174466,,0.955843532517398,,0.464362850971922,,0.081958488557743,,0.076923076923077,,0.284347826086956,,0.075353971682265,,0.076313894888409,13.1377534246575,59.5038045751634,0.39090977514278,40.0,0.4,447.08056647628496,,0.430027803521779,0.062118926171688,0.40199280555547,4.17673088935661,0.0,44.044708269575,53.25773938084951,57.51835853131745,44.73650107991359,69.59011279097668,46.156707463402896,35.505159587232995,48.99712023038153,27.69402447804174,28.4041276697864,37.635469162466975,0.0,68.16990640748736,88.0,91.0,80.0,75.0,57.0,80.0,74.0,15.0,75.0,81.0,63.0,98.0,65.0,50.0,69.0,39.0,40.0,53.0,0.0,96.0,89.0,93.0,80.0,94.0,77.0,75.0,86.0,62.0,63.0,76.0,0.0,98.0,9.0,10.0,9.0,8.0,9.0,6.0,8.0,2.0,8.0,9.0,7.0,11.0,7.0,6.0,7.0,4.0,5.0,6.0,1.0,11.0,9.0,10.0,9.0,10.0,8.0,8.0,9.0,7.0,7.0,8.0,1.0,11.0,88 %ile,91 %ile,80 %ile,75 %ile,57 %ile,80 %ile,74 %ile,15 %ile,75 %ile,81 %ile,63 %ile,98 %ile,65 %ile,50 %ile,69 %ile,39 %ile,40 %ile,53 %ile,0 %ile,96 %ile,89 %ile,93 %ile,80 %ile,94 %ile,77 %ile,75 %ile,86 %ile,62 %ile,63 %ile,76 %ile,0 %ile,98 %ile,,,,,,4722.06428054032,1276688.6268118504
1226,1226,1226,1226,1226,1226,1226,1226,6810,6811,06037402504,California,CA,Los Angeles,9,2739.0,,,,,,0.783315078495801,,0.978094194961664,,0.588535962029938,,0.036605657237937,,0.338666666666666,,0.452225519287833,,0.037604965315809,,0.181087988316903,13.1377534246575,59.5038045751634,0.39090977514278,40.0,0.4,362.584387700312,,0.508387096774193,0.058750548543148,0.291919346165501,5.89531807302226,0.0,1.23144099392877,58.74863088718507,63.44852135815988,49.34884994523546,76.76487769258851,50.915480102227065,35.24917853231104,58.74863088718507,28.982657904344634,25.84939759036143,50.915480102227065,0.0,59.53194596568088,95.0,95.0,92.0,27.0,97.0,94.0,22.0,72.0,75.0,81.0,63.0,98.0,65.0,45.0,75.0,37.0,33.0,65.0,0.0,76.0,93.0,96.0,84.0,97.0,83.0,75.0,93.0,63.0,60.0,88.0,0.0,96.0,11.0,11.0,10.0,3.0,10.0,11.0,3.0,8.0,8.0,9.0,7.0,11.0,7.0,5.0,8.0,4.0,4.0,7.0,1.0,8.0,10.0,11.0,9.0,11.0,9.0,8.0,10.0,7.0,7.0,9.0,1.0,11.0,95 %ile,95 %ile,92 %ile,27 %ile,97 %ile,94 %ile,22 %ile,72 %ile,75 %ile,81 %ile,63 %ile,98 %ile,65 %ile,45 %ile,75 %ile,37 %ile,33 %ile,65 %ile,0 %ile,76 %ile,93 %ile,96 %ile,84 %ile,97 %ile,83 %ile,75 %ile,93 %ile,63 %ile,60 %ile,88 %ile,0 %ile,96 %ile,,,,,,3899.7596129900207,876694.1085614124
1227,1227,1227,1227,1227,1227,1227,1227,6811,6812,06037402601,California,CA,Los Angeles,9,3184.0,,,,,,0.757768913464962,,0.879711055276381,,0.635826771653543,,0.035098915124442,,0.271883289124668,,0.317086234600964,,0.104271356783919,,0.092336683417085,12.9135649315068,60.763237254902,0.384943257515316,40.0,0.4,3941.2646280414897,,0.8562421185372,0.054987082422298,0.201633171567164,2.15377051039262,0.0,,53.04382394254734,62.894819817591845,46.981672634827646,74.26135351956627,49.254979375222526,67.44143329838163,74.26135351956627,26.52191197127367,17.428685009694124,24.248605230878784,0.0,,93.0,78.0,95.0,25.0,94.0,83.0,93.0,23.0,70.0,83.0,62.0,98.0,65.0,89.0,98.0,35.0,23.0,32.0,0.0,,89.0,95.0,82.0,96.0,81.0,97.0,99.0,61.0,45.0,58.0,0.0,,10.0,8.0,11.0,3.0,9.0,10.0,10.0,3.0,8.0,9.0,7.0,11.0,7.0,9.0,11.0,4.0,3.0,4.0,1.0,0.0,9.0,11.0,9.0,11.0,9.0,11.0,11.0,7.0,5.0,6.0,1.0,0.0,93 %ile,78 %ile,95 %ile,25 %ile,94 %ile,83 %ile,93 %ile,23 %ile,70 %ile,83 %ile,62 %ile,98 %ile,65 %ile,89 %ile,98 %ile,35 %ile,23 %ile,32 %ile,0 %ile,,89 %ile,95 %ile,82 %ile,96 %ile,81 %ile,97 %ile,99 %ile,61 %ile,45 %ile,58 %ile,0 %ile,,,,,,,6530.467053995134,1511790.4763706145
1228,1228,1228,1228,1228,1228,1228,1228,6812,6813,06037402602,California,CA,Los Angeles,9,4852.0,,,,,,0.545480350609444,,0.729183841714756,,0.361776859504132,,0.054034048852702,,0.089285714285714,,0.092105263157895,,0.047815333882935,,0.132934872217642,12.9135649315068,60.763237254902,0.384943257515316,40.0,0.4,3468.20004968199,,0.643336529242569,0.05709197297122,0.232697015257938,2.27057996079779,0.0,,38.18362454266107,45.27486910058384,33.81978173778552,53.4570743597255,35.456222789613854,48.00227085363105,47.456790503021615,19.63729262193998,15.273449817064428,18.546331920721087,0.0,,65.0,60.0,66.0,48.0,62.0,41.0,36.0,48.0,70.0,83.0,62.0,98.0,65.0,88.0,87.0,36.0,28.0,34.0,0.0,,74.0,86.0,70.0,81.0,62.0,88.0,85.0,50.0,41.0,46.0,0.0,,7.0,7.0,7.0,5.0,5.0,7.0,4.0,5.0,8.0,9.0,7.0,11.0,7.0,9.0,9.0,4.0,3.0,4.0,1.0,0.0,8.0,9.0,8.0,9.0,7.0,9.0,9.0,6.0,5.0,5.0,1.0,0.0,65 %ile,60 %ile,66 %ile,48 %ile,62 %ile,41 %ile,36 %ile,48 %ile,70 %ile,83 %ile,62 %ile,98 %ile,65 %ile,88 %ile,87 %ile,36 %ile,28 %ile,34 %ile,0 %ile,,74 %ile,86 %ile,70 %ile,81 %ile,62 %ile,88 %ile,85 %ile,50 %ile,41 %ile,46 %ile,0 %ile,,,,,,,5668.708261075127,1822249.9438208945
1229,1229,1229,1229,1229,1229,1229,1229,6813,6814,06037402702,California,CA,Los Angeles,9,5251.0,,,,,,0.798928547110842,,0.967434774328699,,0.630422319892986,,0.057918552036199,,0.177023121387283,,0.477173913043478,,0.114073509807655,,0.048752618548848,13.0191389041096,60.9777235294118,0.387226703560387,40.0,0.4,406.574158606112,,0.413513513513513,0.052022283689133,0.184994451913096,3.01601455636915,0.0,,58.3217839390915,67.10999795731077,49.53356992087223,78.29499761686256,51.93035556220476,38.34857026132044,53.52821265642645,26.364642054657804,15.97857094221685,33.554998978655384,0.0,,96.0,93.0,94.0,53.0,85.0,96.0,96.0,5.0,73.0,84.0,62.0,98.0,65.0,48.0,67.0,33.0,20.0,42.0,0.0,,93.0,97.0,85.0,98.0,84.0,78.0,90.0,60.0,42.0,71.0,0.0,,11.0,10.0,10.0,6.0,11.0,9.0,11.0,1.0,8.0,9.0,7.0,11.0,7.0,5.0,7.0,4.0,3.0,5.0,1.0,0.0,10.0,11.0,9.0,11.0,9.0,8.0,10.0,7.0,5.0,8.0,1.0,0.0,96 %ile,93 %ile,94 %ile,53 %ile,85 %ile,96 %ile,96 %ile,5 %ile,73 %ile,84 %ile,62 %ile,98 %ile,65 %ile,48 %ile,67 %ile,33 %ile,20 %ile,42 %ile,0 %ile,,93 %ile,97 %ile,85 %ile,98 %ile,84 %ile,78 %ile,90 %ile,60 %ile,42 %ile,71 %ile,0 %ile,,,,,,,6775.200013492543,2189013.480238956
1230,1230,1230,1230,1230,1230,1230,1230,6814,6815,06037402703,California,CA,Los Angeles,9,5533.0,,,,,,0.698620193898208,,0.908729441532622,,0.488510946263795,,0.039645719105862,,0.070498084291188,,0.156483367277664,,0.067052232062172,,0.076269654798482,12.8397306849315,61.6997496732026,0.410479438435302,40.0,0.5,4866.18027450623,,0.523144746509919,0.051193110783899,0.228885156985841,2.23630329713179,0.0,,48.204793378976376,59.382716481347714,46.10893279728175,68.46477900202443,64.27305783863517,64.27305783863517,53.793754930162045,22.35584620474267,18.862745235251623,23.05446639864088,0.0,,86.0,83.0,83.0,31.0,54.0,59.0,64.0,15.0,69.0,85.0,66.0,98.0,92.0,92.0,77.0,32.0,27.0,33.0,0.0,,85.0,94.0,82.0,93.0,92.0,96.0,90.0,55.0,48.0,55.0,0.0,,9.0,9.0,9.0,4.0,6.0,6.0,7.0,2.0,7.0,9.0,7.0,11.0,10.0,10.0,8.0,4.0,3.0,4.0,1.0,0.0,9.0,10.0,9.0,10.0,10.0,11.0,10.0,6.0,5.0,6.0,1.0,0.0,86 %ile,83 %ile,83 %ile,31 %ile,54 %ile,59 %ile,64 %ile,15 %ile,69 %ile,85 %ile,66 %ile,98 %ile,92 %ile,92 %ile,77 %ile,32 %ile,27 %ile,33 %ile,0 %ile,,85 %ile,94 %ile,82 %ile,93 %ile,92 %ile,96 %ile,90 %ile,55 %ile,48 %ile,55 %ile,0 %ile,,,,,,,6903.522098875376,1564995.5671478542
1231,1231,1231,1231,1231,1231,1231,1231,6815,6816,06037402705,California,CA,Los Angeles,9,3388.0,,,,,,0.598318585035621,,0.899645808736717,,0.296991361334524,,0.079166666666667,,0.07258064516129,,0.305276929786306,,0.056375442739079,,0.15112160566706,12.9125468493151,61.2319535947712,0.391528361682948,40.0,0.4,612.026046445188,,0.571748878923766,0.052814230416278,0.190252191311039,2.39833790964609,0.0,,41.88230095249344,50.25876114299212,37.694070857244085,58.63522133349081,38.89070802731533,33.50584076199475,48.46380538788526,19.74451330617548,12.56469028574803,20.94115047624672,0.0,,73.0,81.0,56.0,73.0,55.0,82.0,49.0,58.0,70.0,84.0,63.0,98.0,65.0,56.0,81.0,33.0,21.0,35.0,0.0,,78.0,89.0,74.0,86.0,67.0,73.0,86.0,50.0,35.0,51.0,0.0,,8.0,9.0,6.0,8.0,9.0,6.0,5.0,6.0,8.0,9.0,7.0,11.0,7.0,6.0,9.0,4.0,3.0,4.0,1.0,0.0,8.0,9.0,8.0,9.0,7.0,8.0,9.0,6.0,4.0,6.0,1.0,0.0,73 %ile,81 %ile,56 %ile,73 %ile,55 %ile,82 %ile,49 %ile,58 %ile,70 %ile,84 %ile,63 %ile,98 %ile,65 %ile,56 %ile,81 %ile,33 %ile,21 %ile,35 %ile,0 %ile,,78 %ile,89 %ile,74 %ile,86 %ile,67 %ile,73 %ile,86 %ile,50 %ile,35 %ile,51 %ile,0 %ile,,,,,,,4779.479277847333,1264582.47144391
