,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OBJECTID,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,VULEOPCT,MINORPOP,MINORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PM25,OZONE,DSLPM,CANCER,RESP,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D_PM25_2,D_OZONE_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_LDPNT_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_UST_2,D_PWDIS_2,P_VULEOPCT,P_MINORPCT,P_LWINCPCT,P_UNEMPPCT,P_LNGISPCT,P_LESHSPCT,P_UNDR5PCT,P_OVR64PCT,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_PM25_D2,P_OZONE_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_LDPNT_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_UST_D2,P_PWDIS_D2,B_VULEOPCT,B_MINORPCT,B_LWINCPCT,B_UNEMPPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_PM25,B_OZONE,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_PM25_D2,B_OZONE_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_LDPNT_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_UST_D2,B_PWDIS_D2,T_VULEOPCT,T_MINORPCT,T_LWINCPCT,T_UNEMPPCT,T_LNGISPCT,T_LESHSPCT,T_UNDR5PCT,T_OVR64PCT,T_PM25,T_OZONE,T_DSLPM,T_CANCR,T_RESP,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_PM25_D2,T_OZONE_D2,T_DSLPM_D2,T_CANCR_D2,T_RESP_D2,T_PTRAF_D2,T_LDPNT_D2,T_PNPL_D2,T_PRMP_D2,T_PTSDF_D2,T_UST_D2,T_PWDIS_D2,EXCEED_COUNT_80,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area
1200,1200,1200,1200,1200,1200,1200,1200,6784,6785,06037401311,California,CA,Los Angeles,9,6626.0,,,,,,0.360700271657107,,0.511922728644732,,0.209477814669483,,0.034051858794127,,0.009562841530055,,0.058028431601025,,0.083308179897374,,0.144280108662843,12.1163956164384,61.4569450980392,0.35487369079837,40.0,0.4,3506.17108334552,,0.259915611814345,0.082611342706757,2.2918911677649,5.22392629737152,0.0,,19.117114397826697,30.659523090854137,20.55991548445513,35.34862662239654,23.44551765771199,31.74162390582546,18.756414126169588,18.03501358285537,31.02022336251125,21.642016299426448,0.0,,36.0,37.0,39.0,24.0,14.0,28.0,82.0,55.0,53.0,85.0,57.0,98.0,65.0,88.0,52.0,50.0,86.0,60.0,0.0,,49.0,68.0,51.0,56.0,42.0,71.0,50.0,48.0,66.0,53.0,0.0,,4.0,4.0,4.0,3.0,3.0,2.0,9.0,6.0,6.0,9.0,6.0,11.0,7.0,9.0,6.0,6.0,9.0,7.0,1.0,0.0,5.0,7.0,6.0,6.0,5.0,8.0,6.0,5.0,7.0,6.0,1.0,0.0,36 %ile,37 %ile,39 %ile,24 %ile,14 %ile,28 %ile,82 %ile,55 %ile,53 %ile,85 %ile,57 %ile,98 %ile,65 %ile,88 %ile,52 %ile,50 %ile,86 %ile,60 %ile,0 %ile,,49 %ile,68 %ile,51 %ile,56 %ile,42 %ile,71 %ile,50 %ile,48 %ile,66 %ile,53 %ile,0 %ile,,,,,,,11606.77868237212,6257007.733500536
1201,1201,1201,1201,1201,1201,1201,1201,6785,6786,06037401312,California,CA,Los Angeles,9,4981.0,,,,,,0.365674178896569,,0.549086528809476,,0.182261828983662,,0.067819754210287,,0.050027793218455,,0.099180327868852,,0.061834972897009,,0.311784782172254,12.3195328767123,60.633939869281,0.446839295849798,40.0,0.5,1134.6604643646,,0.123324396782841,0.098787777019104,1.32517078609979,5.18846320580097,0.0,,20.84342819710444,30.350956848415223,26.328540880552964,35.83606953186376,33.64202445848434,25.231518343863257,13.164270440276482,20.84342819710444,26.694215059449533,21.940450733794137,0.0,,37.0,41.0,33.0,63.0,43.0,44.0,57.0,96.0,57.0,83.0,72.0,98.0,92.0,69.0,36.0,57.0,73.0,60.0,0.0,,52.0,68.0,61.0,56.0,59.0,60.0,38.0,52.0,61.0,53.0,0.0,,4.0,5.0,4.0,7.0,5.0,5.0,6.0,11.0,6.0,9.0,8.0,11.0,10.0,7.0,4.0,6.0,8.0,7.0,1.0,0.0,6.0,7.0,7.0,6.0,6.0,7.0,4.0,6.0,7.0,6.0,1.0,0.0,37 %ile,41 %ile,33 %ile,63 %ile,43 %ile,44 %ile,57 %ile,96 %ile,57 %ile,83 %ile,72 %ile,98 %ile,92 %ile,69 %ile,36 %ile,57 %ile,73 %ile,60 %ile,0 %ile,,52 %ile,68 %ile,61 %ile,56 %ile,59 %ile,60 %ile,38 %ile,52 %ile,61 %ile,53 %ile,0 %ile,,,,,,,9005.90409147826,4105117.003895241
1202,1202,1202,1202,1202,1202,1202,1202,6786,6787,06037401500,California,CA,Los Angeles,9,6038.0,,,,,,0.459786992847944,,0.665783371977476,,0.253790613718411,,0.117553360942975,,0.036912751677852,,0.084350721420644,,0.089764822789003,,0.121397813845644,12.3942873972603,61.4670882352941,0.345522254106594,40.0,0.4,306.884488351428,,0.352260778128286,0.06620753298287,1.3447251695232,3.73232657698266,3.25840120938,,27.12743257802867,39.0818943920752,25.74807159948484,45.05912529909847,29.88615453511633,19.31105369961363,28.04700656372456,18.851266706765685,33.56445047789988,22.529562649549234,33.10466348505194,,52.0,53.0,48.0,90.0,35.0,39.0,86.0,41.0,59.0,85.0,56.0,98.0,65.0,42.0,61.0,41.0,73.0,49.0,72.0,,62.0,80.0,60.0,70.0,53.0,49.0,64.0,49.0,69.0,54.0,77.0,,6.0,6.0,5.0,10.0,4.0,4.0,9.0,5.0,6.0,9.0,6.0,11.0,7.0,5.0,7.0,5.0,8.0,5.0,8.0,0.0,7.0,9.0,7.0,8.0,6.0,5.0,7.0,5.0,7.0,6.0,8.0,0.0,52 %ile,53 %ile,48 %ile,90 %ile,35 %ile,39 %ile,86 %ile,41 %ile,59 %ile,85 %ile,56 %ile,98 %ile,65 %ile,42 %ile,61 %ile,41 %ile,73 %ile,49 %ile,72 %ile,,62 %ile,80 %ile,60 %ile,70 %ile,53 %ile,49 %ile,64 %ile,49 %ile,69 %ile,54 %ile,77 %ile,,,,,,,17012.04012655007,6972336.721899516
1203,1203,1203,1203,1203,1203,1203,1203,6787,6788,06037401601,California,CA,Los Angeles,9,5547.0,,,,,,0.343672245507268,,0.498467640165855,,0.188876850848681,,0.059618441971383,,0.023648648648649,,0.044156467482601,,0.05840995132504,,0.304849468180998,12.0863728767123,62.5991529411765,0.315627467705092,40.0,0.4,4034.7854496971295,,0.032540675844806,0.060056126383974,0.902382169814434,5.1170137953284,0.0,,17.870956766377937,29.89948535913232,17.1836122753634,33.67988005971227,22.338695957972423,30.930502095654123,6.529772664638093,13.059545329276188,21.30767922145062,20.620334730436085,0.0,,33.0,35.0,35.0,55.0,25.0,21.0,52.0,95.0,52.0,87.0,50.0,98.0,65.0,90.0,19.0,38.0,62.0,60.0,0.0,,47.0,67.0,44.0,53.0,41.0,69.0,20.0,38.0,53.0,51.0,0.0,,4.0,4.0,4.0,6.0,3.0,3.0,6.0,11.0,6.0,9.0,6.0,11.0,7.0,10.0,2.0,4.0,7.0,7.0,1.0,0.0,5.0,7.0,5.0,6.0,5.0,7.0,3.0,4.0,6.0,6.0,1.0,0.0,33 %ile,35 %ile,35 %ile,55 %ile,25 %ile,21 %ile,52 %ile,95 %ile,52 %ile,87 %ile,50 %ile,98 %ile,65 %ile,90 %ile,19 %ile,38 %ile,62 %ile,60 %ile,0 %ile,,47 %ile,67 %ile,44 %ile,53 %ile,41 %ile,69 %ile,20 %ile,38 %ile,53 %ile,51 %ile,0 %ile,,,,,,,10760.571180042196,3798517.063347523
1204,1204,1204,1204,1204,1204,1204,1204,6788,6789,06037401602,California,CA,Los Angeles,9,6143.0,,,,,,0.440275032236967,,0.584405013836887,,0.296145050637046,,0.084465445953928,,0.022929340196537,,0.079181708784597,,0.047045417548429,,0.099300016278691,12.2871780821918,62.0909751633987,0.33107207468754,40.0,0.4,834.2025575135718,,0.264542936288088,0.061249101582561,0.941329681068684,4.24603693529863,0.0,,24.655401805270124,37.86365277237912,23.334576708559226,43.14695315922272,28.617877095402825,27.73732703092889,23.334576708559226,17.170726257241693,27.73732703092889,23.334576708559226,0.0,,49.0,45.0,56.0,76.0,25.0,37.0,35.0,28.0,56.0,86.0,53.0,98.0,65.0,63.0,53.0,39.0,63.0,53.0,0.0,,59.0,78.0,56.0,67.0,51.0,65.0,58.0,46.0,62.0,56.0,0.0,,5.0,5.0,6.0,8.0,4.0,3.0,4.0,3.0,6.0,9.0,6.0,11.0,7.0,7.0,6.0,4.0,7.0,6.0,1.0,0.0,6.0,8.0,6.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,1.0,0.0,49 %ile,45 %ile,56 %ile,76 %ile,25 %ile,37 %ile,35 %ile,28 %ile,56 %ile,86 %ile,53 %ile,98 %ile,65 %ile,63 %ile,53 %ile,39 %ile,63 %ile,53 %ile,0 %ile,,59 %ile,78 %ile,56 %ile,67 %ile,51 %ile,65 %ile,58 %ile,46 %ile,62 %ile,56 %ile,0 %ile,,,,,,,7053.500350959878,2963688.35227971
1205,1205,1205,1205,1205,1205,1205,1205,6789,6790,06037401705,California,CA,Los Angeles,9,2867.0,,,,,,0.324380885943495,,0.548308336239972,,0.100453435647017,,0.026417525773196,,0.029189189189189,,0.050528249885163,,0.041855598186257,,0.215556330659225,12.1700698630137,62.8782098039216,0.318055894630891,40.0,0.4,3518.65701940218,,0.445015416238437,0.054495718091882,0.64774113813566,2.14457403214591,0.0,,17.516567840948703,28.54551796302752,16.219044297174726,31.789326822462463,21.084757586327143,28.54551796302752,22.70666201604461,11.353331008022309,16.867806069061714,10.380188350191824,0.0,,30.0,41.0,13.0,16.0,29.0,24.0,27.0,83.0,54.0,88.0,50.0,98.0,65.0,88.0,70.0,35.0,52.0,32.0,0.0,,46.0,65.0,43.0,49.0,39.0,66.0,57.0,34.0,44.0,30.0,0.0,,4.0,5.0,2.0,2.0,3.0,3.0,3.0,9.0,6.0,9.0,6.0,11.0,7.0,9.0,8.0,4.0,6.0,4.0,1.0,0.0,5.0,7.0,5.0,5.0,4.0,7.0,6.0,4.0,5.0,4.0,1.0,0.0,30 %ile,41 %ile,13 %ile,16 %ile,29 %ile,24 %ile,27 %ile,83 %ile,54 %ile,88 %ile,50 %ile,98 %ile,65 %ile,88 %ile,70 %ile,35 %ile,52 %ile,32 %ile,0 %ile,,46 %ile,65 %ile,43 %ile,49 %ile,39 %ile,66 %ile,57 %ile,34 %ile,44 %ile,30 %ile,0 %ile,,,,,,,8172.96782843609,2375489.0882808496
1206,1206,1206,1206,1206,1206,1206,1206,6790,6791,06037401706,California,CA,Los Angeles,9,4167.0,,,,,,0.531757420805611,,0.760499160067194,,0.303015681544028,,0.070722433460076,,0.126769626769626,,0.052543507362784,,0.037916966642668,,0.12862970962323,12.4085153424658,62.1239326797386,0.338818482552191,40.0,0.4,1339.82810064482,,0.103345280764635,0.057608253228942,0.445171128336108,3.43305671956087,6.26860339394,,31.37368782753105,45.73113818928256,29.246658144308608,52.112227238949885,34.56423235236472,38.286534298004,18.079752307390777,19.143267149002,22.86556909464128,24.460841357058108,41.47707882283766,,63.0,63.0,57.0,66.0,74.0,25.0,22.0,46.0,59.0,86.0,55.0,98.0,65.0,72.0,34.0,36.0,43.0,46.0,78.0,,67.0,86.0,64.0,79.0,61.0,78.0,48.0,49.0,55.0,58.0,83.0,,7.0,7.0,6.0,7.0,3.0,8.0,3.0,5.0,6.0,9.0,6.0,11.0,7.0,8.0,4.0,4.0,5.0,5.0,8.0,0.0,7.0,9.0,7.0,8.0,7.0,8.0,5.0,5.0,6.0,6.0,9.0,0.0,63 %ile,63 %ile,57 %ile,66 %ile,74 %ile,25 %ile,22 %ile,46 %ile,59 %ile,86 %ile,55 %ile,98 %ile,65 %ile,72 %ile,34 %ile,36 %ile,43 %ile,46 %ile,78 %ile,,67 %ile,86 %ile,64 %ile,79 %ile,61 %ile,78 %ile,48 %ile,49 %ile,55 %ile,58 %ile,83 %ile,,,,,,,7032.085247138284,1812323.4301958657
1207,1207,1207,1207,1207,1207,1207,1207,6791,6792,06037401707,California,CA,Los Angeles,9,8333.0,,,,,,0.615159837048243,,0.79443177727109,,0.435887896825396,,0.064947701289224,,0.078740157480315,,0.202529422097312,,0.072482899315973,,0.172446897875915,12.44618,62.2982294117647,0.34912550824503,40.0,0.4,890.280872277783,,0.202350348879911,0.05471300821955,0.54113807959607,3.09571817232571,3.68973682494,,36.90959022289458,52.90374598614889,34.44895087470161,60.28566403072781,39.9853894081358,39.37022957108754,28.297352504219177,21.530594296688506,28.912512341267416,26.45187299307445,44.29150826747349,,75.0,67.0,76.0,60.0,58.0,68.0,71.0,68.0,60.0,86.0,56.0,98.0,65.0,64.0,46.0,35.0,47.0,43.0,72.0,,73.0,91.0,71.0,88.0,69.0,79.0,65.0,53.0,64.0,61.0,85.0,,8.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,9.0,6.0,11.0,7.0,7.0,5.0,4.0,5.0,5.0,8.0,0.0,8.0,10.0,8.0,9.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,0.0,75 %ile,67 %ile,76 %ile,60 %ile,58 %ile,68 %ile,71 %ile,68 %ile,60 %ile,86 %ile,56 %ile,98 %ile,65 %ile,64 %ile,46 %ile,35 %ile,47 %ile,43 %ile,72 %ile,,73 %ile,91 %ile,71 %ile,88 %ile,69 %ile,79 %ile,65 %ile,53 %ile,64 %ile,61 %ile,85 %ile,,,,,,,9210.57673381118,3078950.2456440204
1208,1208,1208,1208,1208,1208,1208,1208,6792,6793,06037401801,California,CA,Los Angeles,9,4294.0,,,,,,0.27134048653771,,0.439683278993945,,0.102997694081475,,0.044746103569633,,0.107650643195666,,0.011651816312543,,0.052631578947368,,0.196553330228225,12.2008101369863,63.493777124183,0.323987461593959,40.0,0.4,2395.10220175614,,0.102941176470588,0.046252012829742,1.61394453423317,0.978724658711957,0.0,,14.652386273036342,24.1493033018562,14.109705299960922,26.591367680695583,17.637131624951152,22.249919896092223,9.22557654228214,7.597533623055881,21.164557949941383,4.884128757678781,0.0,,20.0,29.0,13.0,37.0,69.0,4.0,43.0,77.0,54.0,89.0,52.0,98.0,65.0,82.0,34.0,28.0,78.0,18.0,0.0,,41.0,59.0,38.0,41.0,32.0,55.0,27.0,24.0,52.0,16.0,0.0,,3.0,3.0,2.0,4.0,1.0,7.0,5.0,8.0,6.0,9.0,6.0,11.0,7.0,9.0,4.0,3.0,8.0,2.0,1.0,0.0,5.0,6.0,4.0,5.0,4.0,6.0,3.0,3.0,6.0,2.0,1.0,0.0,20 %ile,29 %ile,13 %ile,37 %ile,69 %ile,4 %ile,43 %ile,77 %ile,54 %ile,89 %ile,52 %ile,98 %ile,65 %ile,82 %ile,34 %ile,28 %ile,78 %ile,18 %ile,0 %ile,,41 %ile,59 %ile,38 %ile,41 %ile,32 %ile,55 %ile,27 %ile,24 %ile,52 %ile,16 %ile,0 %ile,,,,,,,9352.406292087056,5210367.993122024
1209,1209,1209,1209,1209,1209,1209,1209,6793,6794,06037401802,California,CA,Los Angeles,9,3497.0,,,,,,0.345010008578782,,0.564197883900486,,0.125822133257077,,0.023001095290252,,0.038690476190476,,0.016634429400387,,0.048327137546468,,0.247354875607663,12.2008101369863,63.493777124183,0.323987461593959,40.0,0.4,2464.46921575058,,0.163412870571221,0.050976059603463,0.874362668008216,1.65678202885263,0.0,,18.6305404632542,30.705890763511555,17.940520446096638,33.81098084072059,22.4256505576208,28.635830712038864,14.490420360308825,11.040320274521008,21.04561052330568,8.970260223048319,0.0,,33.0,43.0,19.0,12.0,36.0,7.0,37.0,89.0,54.0,89.0,52.0,98.0,65.0,83.0,42.0,32.0,61.0,26.0,0.0,,48.0,69.0,46.0,53.0,41.0,66.0,41.0,33.0,52.0,26.0,0.0,,4.0,5.0,2.0,2.0,1.0,4.0,4.0,9.0,6.0,9.0,6.0,11.0,7.0,9.0,5.0,4.0,7.0,3.0,1.0,0.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,4.0,6.0,3.0,1.0,0.0,33 %ile,43 %ile,19 %ile,12 %ile,36 %ile,7 %ile,37 %ile,89 %ile,54 %ile,89 %ile,52 %ile,98 %ile,65 %ile,83 %ile,42 %ile,32 %ile,61 %ile,26 %ile,0 %ile,,48 %ile,69 %ile,46 %ile,53 %ile,41 %ile,66 %ile,41 %ile,33 %ile,52 %ile,26 %ile,0 %ile,,,,,,,7578.582735807057,3586678.1092922566
1210,1210,1210,1210,1210,1210,1210,1210,6794,6795,06037401901,California,CA,Los Angeles,9,3661.0,,,,,,0.291177273968861,,0.582354547937721,,0.0,,0.121230041395623,,0.0,,0.018450184501845,,0.003824091778203,,0.0,12.4685153424658,63.1328,0.457487057423534,40.0,0.5,736.856185810728,,0.578512396694214,0.047101431498697,1.23323318161484,1.77072178338708,0.0,,17.47063643813163,25.623600109259726,21.54711827369568,28.535372848948327,26.788309205135167,17.47063643813163,23.876536465446563,8.444140945096954,20.67358645178909,7.861786397159234,0.0,,24.0,44.0,0.0,91.0,0.0,8.0,2.0,0.0,60.0,88.0,74.0,98.0,92.0,60.0,82.0,29.0,71.0,27.0,0.0,,46.0,61.0,53.0,44.0,47.0,45.0,58.0,27.0,52.0,23.0,0.0,,3.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,7.0,9.0,8.0,11.0,10.0,7.0,9.0,3.0,8.0,3.0,1.0,0.0,5.0,7.0,6.0,5.0,5.0,5.0,6.0,3.0,6.0,3.0,1.0,0.0,24 %ile,44 %ile,0 %ile,91 %ile,0 %ile,8 %ile,2 %ile,0 %ile,60 %ile,88 %ile,74 %ile,98 %ile,92 %ile,60 %ile,82 %ile,29 %ile,71 %ile,27 %ile,0 %ile,,46 %ile,61 %ile,53 %ile,44 %ile,47 %ile,45 %ile,58 %ile,27 %ile,52 %ile,23 %ile,0 %ile,,,,,,,6772.287940275818,2510348.094915079
1211,1211,1211,1211,1211,1211,1211,1211,6795,6796,06037401902,California,CA,Los Angeles,9,6511.0,,,,,,0.229856753535165,,0.362156350790969,,0.097557156279361,,0.070490227491189,,0.012324546388223,,0.053533190578158,,0.051758562432806,,0.28735985255721,12.4575298630137,62.725188888888894,0.385560626582942,40.0,0.4,471.0873370019,,0.696405648267009,0.050891849039421,0.692247829731776,1.84738292284708,0.0,,13.7914052121099,19.997537557559355,14.25111871918023,22.52596184644617,14.940688979785724,11.722694430293414,20.687107818164847,7.35541611312528,12.41226469089891,6.43598909898462,0.0,,13.0,21.0,12.0,65.0,16.0,25.0,42.0,94.0,60.0,87.0,62.0,98.0,65.0,51.0,90.0,32.0,54.0,28.0,0.0,,39.0,51.0,39.0,34.0,27.0,33.0,53.0,24.0,35.0,20.0,0.0,,2.0,3.0,2.0,7.0,3.0,2.0,5.0,10.0,7.0,9.0,7.0,11.0,7.0,6.0,10.0,4.0,6.0,3.0,1.0,0.0,4.0,6.0,4.0,4.0,3.0,4.0,6.0,3.0,4.0,3.0,1.0,0.0,13 %ile,21 %ile,12 %ile,65 %ile,16 %ile,25 %ile,42 %ile,94 %ile,60 %ile,87 %ile,62 %ile,98 %ile,65 %ile,51 %ile,90 %ile,32 %ile,54 %ile,28 %ile,0 %ile,,39 %ile,51 %ile,39 %ile,34 %ile,27 %ile,33 %ile,53 %ile,24 %ile,35 %ile,20 %ile,0 %ile,,,,,,,9130.487981026896,3889300.350005516
1212,1212,1212,1212,1212,1212,1212,1212,6796,6797,06037402001,California,CA,Los Angeles,9,3526.0,,,,,,0.449801474758933,,0.654282473057288,,0.245320476460578,,0.050746268656716,,0.066460587326121,,0.093724194880264,,0.1091888825865,,0.113159387407827,12.6968367123288,62.1476,0.399539546150208,40.0,0.4,3031.99615250822,,0.483771251931993,0.05106978723096,0.318639830444975,1.99637098286464,0.0,,29.686897334089576,38.68292682926824,29.237095859330644,44.08054452637544,29.237095859330644,38.68292682926824,32.83550765740211,14.393647192285856,15.743051616562656,13.494044242767988,0.0,,50.0,52.0,47.0,44.0,52.0,42.0,94.0,36.0,66.0,86.0,65.0,98.0,65.0,86.0,73.0,32.0,35.0,30.0,0.0,,65.0,79.0,64.0,69.0,52.0,78.0,70.0,40.0,42.0,36.0,0.0,,6.0,6.0,5.0,5.0,5.0,6.0,10.0,4.0,7.0,9.0,7.0,11.0,7.0,9.0,8.0,4.0,4.0,4.0,1.0,0.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,5.0,5.0,4.0,1.0,0.0,50 %ile,52 %ile,47 %ile,44 %ile,52 %ile,42 %ile,94 %ile,36 %ile,66 %ile,86 %ile,65 %ile,98 %ile,65 %ile,86 %ile,73 %ile,32 %ile,35 %ile,30 %ile,0 %ile,,65 %ile,79 %ile,64 %ile,69 %ile,52 %ile,78 %ile,70 %ile,40 %ile,42 %ile,36 %ile,0 %ile,,,,,,,6843.963191828368,2132086.7755152825
1213,1213,1213,1213,1213,1213,1213,1213,6797,6798,06037402002,California,CA,Los Angeles,9,3997.0,,,,,,0.410797457067159,,0.451338503877908,,0.37025641025641,,0.046742913973148,,0.02605459057072,,0.096785225718194,,0.038028521391043,,0.222667000250187,12.692638630137,62.4351908496732,0.468799914087142,40.0,0.5,5039.53285091167,,0.443922489724016,0.048649783973127,0.519026547184516,2.15942191138444,0.0,,27.11263216643249,35.73937876484283,30.809809280036923,40.25815079258158,37.79336605017863,37.79336605017863,28.75582199470113,12.32392371201477,18.89668302508932,13.145518626149087,0.0,,44.0,30.0,68.0,39.0,27.0,43.0,22.0,85.0,66.0,87.0,75.0,98.0,92.0,92.0,70.0,30.0,46.0,32.0,0.0,,62.0,75.0,66.0,63.0,65.0,77.0,65.0,36.0,48.0,35.0,0.0,,5.0,4.0,7.0,4.0,5.0,3.0,3.0,9.0,7.0,9.0,8.0,11.0,10.0,10.0,8.0,4.0,5.0,4.0,1.0,0.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,4.0,5.0,4.0,1.0,0.0,44 %ile,30 %ile,68 %ile,39 %ile,27 %ile,43 %ile,22 %ile,85 %ile,66 %ile,87 %ile,75 %ile,98 %ile,92 %ile,92 %ile,70 %ile,30 %ile,46 %ile,32 %ile,0 %ile,,62 %ile,75 %ile,66 %ile,63 %ile,65 %ile,77 %ile,65 %ile,36 %ile,48 %ile,35 %ile,0 %ile,,,,,,,6520.276541045936,2418595.6513719144
1214,1214,1214,1214,1214,1214,1214,1214,6798,6799,06037402101,California,CA,Los Angeles,9,5206.0,,,,,,0.737418363426814,,0.949097195543603,,0.525739531310026,,0.113619262603461,,0.069565217391304,,0.250550141464948,,0.074721475220899,,0.093353822512486,12.7111687671233,61.8714725490196,0.378886402523094,40.0,0.4,3709.28136613672,,0.676415094339622,0.053294770887313,0.247836964330816,2.14103824565025,0.0,,48.66961198616976,62.68056089127922,44.98252016903568,72.26699961582781,47.932193622742936,65.63023434498649,65.63023434498649,25.072224356511686,21.38513253937761,23.597387629658066,0.0,,91.0,89.0,87.0,89.0,53.0,75.0,74.0,24.0,66.0,85.0,61.0,98.0,65.0,89.0,89.0,34.0,29.0,32.0,0.0,,85.0,95.0,81.0,95.0,79.0,97.0,97.0,59.0,53.0,56.0,0.0,,10.0,9.0,9.0,9.0,8.0,6.0,8.0,3.0,7.0,9.0,7.0,11.0,7.0,9.0,9.0,4.0,3.0,4.0,1.0,0.0,9.0,11.0,9.0,11.0,8.0,11.0,11.0,6.0,6.0,6.0,1.0,0.0,91 %ile,89 %ile,87 %ile,89 %ile,53 %ile,75 %ile,74 %ile,24 %ile,66 %ile,85 %ile,61 %ile,98 %ile,65 %ile,89 %ile,89 %ile,34 %ile,29 %ile,32 %ile,0 %ile,,85 %ile,95 %ile,81 %ile,95 %ile,79 %ile,97 %ile,97 %ile,59 %ile,53 %ile,56 %ile,0 %ile,,,,,,,6512.210832660777,1738618.2961162147
1215,1215,1215,1215,1215,1215,1215,1215,6799,6800,06037402102,California,CA,Los Angeles,9,4952.0,,,,,,0.593372843800589,,0.899434571890145,,0.287311115711032,,0.078574321587687,,0.039432176656151,,0.18414779499404,,0.090670436187399,,0.121163166397415,12.7041071232877,61.5431810457516,0.373490003197644,40.0,0.4,1796.01421812133,,0.534339622641509,0.056636484432703,0.333774701609458,2.75382114381469,3.38094474812,,39.16260769083884,50.436691723050025,35.60237062803531,58.15053869245767,38.569234847038246,45.68970897264531,46.28308181644592,21.36142237682119,21.36142237682119,23.14154090822296,42.72284475364238,,72.0,81.0,55.0,72.0,37.0,64.0,87.0,41.0,66.0,85.0,60.0,98.0,65.0,77.0,78.0,36.0,36.0,39.0,72.0,,75.0,89.0,72.0,86.0,67.0,86.0,84.0,53.0,53.0,55.0,83.0,,8.0,9.0,6.0,8.0,7.0,4.0,9.0,5.0,7.0,9.0,7.0,11.0,7.0,8.0,8.0,4.0,4.0,4.0,8.0,0.0,8.0,9.0,8.0,9.0,7.0,9.0,9.0,6.0,6.0,6.0,9.0,0.0,72 %ile,81 %ile,55 %ile,72 %ile,37 %ile,64 %ile,87 %ile,41 %ile,66 %ile,85 %ile,60 %ile,98 %ile,65 %ile,77 %ile,78 %ile,36 %ile,36 %ile,39 %ile,72 %ile,,75 %ile,89 %ile,72 %ile,86 %ile,67 %ile,86 %ile,84 %ile,53 %ile,53 %ile,55 %ile,83 %ile,,,,,,,7678.252445365333,3358884.20070633
